Learning_rate,N_estimators,Min_samples_split,Min_samples_leaf,Max_depth,MMRE-
0.01,10,2,1,30,32.402680000000004
0.01,10,2,1,100,32.40268
0.01,10,2,5,5,32.4415
0.01,10,2,5,10,32.38216
0.01,10,2,5,20,32.38216
0.01,10,2,5,30,32.38216
0.01,10,2,5,100,32.38216
0.01,10,2,10,5,32.44376000000001
0.01,10,2,10,10,32.3915
0.01,10,2,10,20,32.3915
0.01,10,2,10,30,32.3915
0.01,10,2,10,100,32.3915
0.01,10,2,20,5,32.45132
0.01,10,2,20,10,32.431400000000004
0.01,10,2,20,20,32.431400000000004
0.01,10,2,20,30,32.431400000000004
0.01,10,2,20,100,32.431400000000004
0.01,10,6,1,5,32.44044
0.01,10,6,1,10,32.38682000000001
0.01,10,6,1,20,32.38448
0.01,10,6,1,30,32.38448
0.01,10,6,1,100,32.38448
0.01,10,6,5,5,32.4415
0.01,10,6,5,10,32.38216
0.01,10,6,5,20,32.38216
0.01,10,6,5,30,32.38216
0.01,10,6,5,100,32.38216
0.01,10,6,10,5,32.44376000000001
0.01,10,6,10,10,32.3915
0.01,10,6,10,20,32.3915
0.01,10,6,10,30,32.3915
0.01,10,6,10,100,32.3915
0.01,10,6,20,5,32.45132
0.01,10,6,20,10,32.431400000000004
0.01,10,6,20,20,32.431400000000004
0.01,10,6,20,30,32.431400000000004
0.01,10,6,20,100,32.431400000000004
0.01,10,10,1,5,32.44056
0.01,10,10,1,10,32.3845
0.01,10,10,1,20,32.3844
0.01,10,10,1,30,32.3844
0.01,10,10,1,100,32.3844
0.01,10,10,5,5,32.4415
0.01,10,10,5,10,32.38216
0.01,10,10,5,20,32.38216
0.01,10,10,5,30,32.38216
0.01,10,10,5,100,32.38216
0.01,10,10,10,5,32.44376000000001
0.01,10,10,10,10,32.3915
0.01,10,10,10,20,32.3915
0.01,10,10,10,30,32.3915
0.01,10,10,10,100,32.3915
0.01,10,10,20,5,32.45132
0.01,10,10,20,10,32.431400000000004
0.01,10,10,20,20,32.431400000000004
0.01,10,10,20,30,32.431400000000004
0.01,10,10,20,100,32.431400000000004
0.01,10,20,1,5,32.44104
0.01,10,20,1,10,32.38305999999999
0.01,10,20,1,20,32.38305999999999
0.01,10,20,1,30,32.38305999999999
0.01,10,20,1,100,32.38305999999999
0.01,10,20,5,5,32.44199999999999
0.01,10,20,5,10,32.384339999999995
0.01,10,20,5,20,32.384339999999995
0.01,10,20,5,30,32.384339999999995
0.01,10,20,5,100,32.384339999999995
0.01,10,20,10,5,32.44376000000001
0.01,10,20,10,10,32.3915
0.01,10,20,10,20,32.3915
0.01,10,20,10,30,32.3915
0.01,10,20,10,100,32.3915
0.01,10,20,20,5,32.45132
0.01,10,20,20,10,32.431400000000004
0.01,10,20,20,20,32.431400000000004
0.01,10,20,20,30,32.431400000000004
0.01,10,20,20,100,32.431400000000004
0.01,10,40,1,5,32.450540000000004
0.01,10,40,1,10,32.430040000000005
0.01,10,40,1,20,32.430040000000005
0.01,10,40,1,30,32.430040000000005
0.01,10,40,1,100,32.430040000000005
0.01,10,40,5,5,32.450540000000004
0.01,10,40,5,10,32.430040000000005
0.01,10,40,5,20,32.430040000000005
0.01,10,40,5,30,32.430040000000005
0.01,10,40,5,100,32.430040000000005
0.01,10,40,10,5,32.45136000000001
0.01,10,40,10,10,32.43086
0.01,10,40,10,20,32.43086
0.01,10,40,10,30,32.43086
0.01,10,40,10,100,32.43086
0.01,10,40,20,5,32.45132
0.01,10,40,20,10,32.431400000000004
0.01,10,40,20,20,32.431400000000004
0.01,10,40,20,30,32.431400000000004
0.01,10,40,20,100,32.431400000000004
0.01,30,2,1,5,26.792880000000004
0.01,30,2,1,10,26.63956
0.01,30,2,1,20,26.64024
0.01,30,2,1,30,26.64056
0.01,30,2,1,100,26.64058
0.01,30,2,5,5,26.794040000000003
0.01,30,2,5,10,26.582140000000003
0.01,30,2,5,20,26.58234
0.01,30,2,5,30,26.58234
0.01,30,2,5,100,26.58234
0.01,30,2,10,5,26.80086
0.01,30,2,10,10,26.60476
0.01,30,2,10,20,26.60476
0.01,30,2,10,30,26.60476
0.01,30,2,10,100,26.60476
0.01,30,2,20,5,26.81742
0.01,30,2,20,10,26.72926
0.01,30,2,20,20,26.72926
0.01,30,2,20,30,26.72926
0.01,30,2,20,100,26.72926
0.01,30,6,1,5,26.792219999999997
0.01,30,6,1,10,26.59838
0.01,30,6,1,20,26.593
0.01,30,6,1,30,26.593
0.01,30,6,1,100,26.593
0.01,30,6,5,5,26.794040000000003
0.01,30,6,5,10,26.582140000000003
0.01,30,6,5,20,26.58234
0.01,30,6,5,30,26.58234
0.01,30,6,5,100,26.58234
0.01,30,6,10,5,26.80086
0.01,30,6,10,10,26.60476
0.01,30,6,10,20,26.60476
0.01,30,6,10,30,26.60476
0.01,30,6,10,100,26.60476
0.01,30,6,20,5,26.81742
0.01,30,6,20,10,26.72926
0.01,30,6,20,20,26.72926
0.01,30,6,20,30,26.72926
0.01,30,6,20,100,26.72926
0.01,30,10,1,5,26.792539999999995
0.01,30,10,1,10,26.58664
0.01,30,10,1,20,26.58612
0.01,30,10,1,30,26.58612
0.01,30,10,1,100,26.58612
0.01,30,10,5,5,26.794040000000003
0.01,30,10,5,10,26.582140000000003
0.01,30,10,5,20,26.58234
0.01,30,10,5,30,26.58234
0.01,30,10,5,100,26.58234
0.01,30,10,10,5,26.80086
0.01,30,10,10,10,26.60476
0.01,30,10,10,20,26.60476
0.01,30,10,10,30,26.60476
0.01,30,10,10,100,26.60476
0.01,30,10,20,5,26.81742
0.01,30,10,20,10,26.72926
0.01,30,10,20,20,26.72926
0.01,30,10,20,30,26.72926
0.01,30,10,20,100,26.72926
0.01,30,20,1,5,26.793919999999996
0.01,30,20,1,10,26.57976
0.01,30,20,1,20,26.57976
0.01,30,20,1,30,26.57976
0.01,30,20,1,100,26.57976
0.01,30,20,5,5,26.795479999999998
0.01,30,20,5,10,26.58274
0.01,30,20,5,20,26.58274
0.01,30,20,5,30,26.58274
0.01,30,20,5,100,26.58274
0.01,30,20,10,5,26.80086
0.01,30,20,10,10,26.60476
0.01,30,20,10,20,26.60476
0.01,30,20,10,30,26.60476
0.01,30,20,10,100,26.60476
0.01,30,20,20,5,26.81742
0.01,30,20,20,10,26.72926
0.01,30,20,20,20,26.72926
0.01,30,20,20,30,26.72926
0.01,30,20,20,100,26.72926
0.01,30,40,1,5,26.815180000000005
0.01,30,40,1,10,26.72374
0.01,30,40,1,20,26.72374
0.01,30,40,1,30,26.72374
0.01,30,40,1,100,26.72374
0.01,30,40,5,5,26.815180000000005
0.01,30,40,5,10,26.72374
0.01,30,40,5,20,26.72374
0.01,30,40,5,30,26.72374
0.01,30,40,5,100,26.72374
0.01,30,40,10,5,26.817200000000003
0.01,30,40,10,10,26.725779999999997
0.01,30,40,10,20,26.725779999999997
0.01,30,40,10,30,26.725779999999997
0.01,30,40,10,100,26.725779999999997
0.01,30,40,20,5,26.81742
0.01,30,40,20,10,26.72926
0.01,30,40,20,20,26.72926
0.01,30,40,20,30,26.72926
0.01,30,40,20,100,26.72926
0.01,50,2,1,5,22.2649
0.01,50,2,1,10,21.940800000000003
0.01,50,2,1,20,21.94788
0.01,50,2,1,30,21.947779999999998
0.01,50,2,1,100,21.947799999999997
0.01,50,2,5,5,22.2663
0.01,50,2,5,10,21.85308
0.01,50,2,5,20,21.85326
0.01,50,2,5,30,21.85326
0.01,50,2,5,100,21.85326
0.01,50,2,10,5,22.27582
0.01,50,2,10,10,21.884260000000005
0.01,50,2,10,20,21.884260000000005
0.01,50,2,10,30,21.884260000000005
0.01,50,2,10,100,21.884260000000005
0.01,50,2,20,5,22.2902
0.01,50,2,20,10,22.06098
0.01,50,2,20,20,22.06098
0.01,50,2,20,30,22.06098
0.01,50,2,20,100,22.06098
0.01,50,6,1,5,22.264059999999997
0.01,50,6,1,10,21.87642
0.01,50,6,1,20,21.868720000000003
0.01,50,6,1,30,21.86856
0.01,50,6,1,100,21.86858
0.01,50,6,5,5,22.2663
0.01,50,6,5,10,21.85308
0.01,50,6,5,20,21.85326
0.01,50,6,5,30,21.85326
0.01,50,6,5,100,21.85326
0.01,50,6,10,5,22.27582
0.01,50,6,10,10,21.884260000000005
0.01,50,6,10,20,21.884260000000005
0.01,50,6,10,30,21.884260000000005
0.01,50,6,10,100,21.884260000000005
0.01,50,6,20,5,22.2902
0.01,50,6,20,10,22.06098
0.01,50,6,20,20,22.06098
0.01,50,6,20,30,22.06098
0.01,50,6,20,100,22.06098
0.01,50,10,1,5,22.2645
0.01,50,10,1,10,21.85908
0.01,50,10,1,20,21.858159999999998
0.01,50,10,1,30,21.858159999999998
0.01,50,10,1,100,21.858159999999998
0.01,50,10,5,5,22.2663
0.01,50,10,5,10,21.85308
0.01,50,10,5,20,21.85326
0.01,50,10,5,30,21.85326
0.01,50,10,5,100,21.85326
0.01,50,10,10,5,22.27582
0.01,50,10,10,10,21.884260000000005
0.01,50,10,10,20,21.884260000000005
0.01,50,10,10,30,21.884260000000005
0.01,50,10,10,100,21.884260000000005
0.01,50,10,20,5,22.2902
0.01,50,10,20,10,22.06098
0.01,50,10,20,20,22.06098
0.01,50,10,20,30,22.06098
0.01,50,10,20,100,22.06098
0.01,50,20,1,5,22.26668
0.01,50,20,1,10,21.850640000000002
0.01,50,20,1,20,21.850640000000002
0.01,50,20,1,30,21.850640000000002
0.01,50,20,1,100,21.850640000000002
0.01,50,20,5,5,22.2683
0.01,50,20,5,10,21.85452
0.01,50,20,5,20,21.85452
0.01,50,20,5,30,21.85452
0.01,50,20,5,100,21.85452
0.01,50,20,10,5,22.27582
0.01,50,20,10,10,21.884260000000005
0.01,50,20,10,20,21.884260000000005
0.01,50,20,10,30,21.884260000000005
0.01,50,20,10,100,21.884260000000005
0.01,50,20,20,5,22.2902
0.01,50,20,20,10,22.06098
0.01,50,20,20,20,22.06098
0.01,50,20,20,30,22.06098
0.01,50,20,20,100,22.06098
0.01,50,40,1,5,22.2879
0.01,50,40,1,10,22.0518
0.01,50,40,1,20,22.0518
0.01,50,40,1,30,22.0518
0.01,50,40,1,100,22.0518
0.01,50,40,5,5,22.2879
0.01,50,40,5,10,22.0518
0.01,50,40,5,20,22.0518
0.01,50,40,5,30,22.0518
0.01,50,40,5,100,22.0518
0.01,50,40,10,5,22.29052
0.01,50,40,10,10,22.0544
0.01,50,40,10,20,22.0544
0.01,50,40,10,30,22.0544
0.01,50,40,10,100,22.0544
0.01,50,40,20,5,22.2902
0.01,50,40,20,10,22.06098
0.01,50,40,20,20,22.06098
0.01,50,40,20,30,22.06098
0.01,50,40,20,100,22.06098
0.01,100,2,1,5,14.30634
0.01,100,2,1,10,13.68364
0.01,100,2,1,20,13.71396
0.01,100,2,1,30,13.71396
0.01,100,2,1,100,13.713659999999999
0.01,100,2,5,5,14.30744
0.01,100,2,5,10,13.514320000000001
0.01,100,2,5,20,13.514959999999999
0.01,100,2,5,30,13.514959999999999
0.01,100,2,5,100,13.514959999999999
0.01,100,2,10,5,14.31722
0.01,100,2,10,10,13.556700000000001
0.01,100,2,10,20,13.556700000000001
0.01,100,2,10,30,13.556700000000001
0.01,100,2,10,100,13.556700000000001
0.01,100,2,20,5,14.32578
0.01,100,2,20,10,13.80582
0.01,100,2,20,20,13.80582
0.01,100,2,20,30,13.80582
0.01,100,2,20,100,13.80582
0.01,100,6,1,5,14.304839999999999
0.01,100,6,1,10,13.56754
0.01,100,6,1,20,13.55968
0.01,100,6,1,30,13.559720000000002
0.01,100,6,1,100,13.559800000000001
0.01,100,6,5,5,14.30744
0.01,100,6,5,10,13.514320000000001
0.01,100,6,5,20,13.514959999999999
0.01,100,6,5,30,13.514959999999999
0.01,100,6,5,100,13.514959999999999
0.01,100,6,10,5,14.31722
0.01,100,6,10,10,13.556700000000001
0.01,100,6,10,20,13.556700000000001
0.01,100,6,10,30,13.556700000000001
0.01,100,6,10,100,13.556700000000001
0.01,100,6,20,5,14.32578
0.01,100,6,20,10,13.80582
0.01,100,6,20,20,13.80582
0.01,100,6,20,30,13.80582
0.01,100,6,20,100,13.80582
0.01,100,10,1,5,14.305239999999998
0.01,100,10,1,10,13.533419999999998
0.01,100,10,1,20,13.53358
0.01,100,10,1,30,13.53358
0.01,100,10,1,100,13.53358
0.01,100,10,5,5,14.30744
0.01,100,10,5,10,13.514320000000001
0.01,100,10,5,20,13.514959999999999
0.01,100,10,5,30,13.514959999999999
0.01,100,10,5,100,13.514959999999999
0.01,100,10,10,5,14.31722
0.01,100,10,10,10,13.556700000000001
0.01,100,10,10,20,13.556700000000001
0.01,100,10,10,30,13.556700000000001
0.01,100,10,10,100,13.556700000000001
0.01,100,10,20,5,14.32578
0.01,100,10,20,10,13.80582
0.01,100,10,20,20,13.80582
0.01,100,10,20,30,13.80582
0.01,100,10,20,100,13.80582
0.01,100,20,1,5,14.308659999999998
0.01,100,20,1,10,13.509039999999999
0.01,100,20,1,20,13.509039999999999
0.01,100,20,1,30,13.509039999999999
0.01,100,20,1,100,13.509039999999999
0.01,100,20,5,5,14.31054
0.01,100,20,5,10,13.51406
0.01,100,20,5,20,13.51406
0.01,100,20,5,30,13.51406
0.01,100,20,5,100,13.51406
0.01,100,20,10,5,14.31722
0.01,100,20,10,10,13.556700000000001
0.01,100,20,10,20,13.556700000000001
0.01,100,20,10,30,13.556700000000001
0.01,100,20,10,100,13.556700000000001
0.01,100,20,20,5,14.32578
0.01,100,20,20,10,13.80582
0.01,100,20,20,20,13.80582
0.01,100,20,20,30,13.80582
0.01,100,20,20,100,13.80582
0.01,100,40,1,5,14.31266
0.01,100,40,1,10,13.799579999999997
0.01,100,40,1,20,13.799579999999997
0.01,100,40,1,30,13.799579999999997
0.01,100,40,1,100,13.799579999999997
0.01,100,40,5,5,14.31266
0.01,100,40,5,10,13.7988
0.01,100,40,5,20,13.7988
0.01,100,40,5,30,13.7988
0.01,100,40,5,100,13.7988
0.01,100,40,10,5,14.31626
0.01,100,40,10,10,13.8024
0.01,100,40,10,20,13.8024
0.01,100,40,10,30,13.8024
0.01,100,40,10,100,13.8024
0.01,100,40,20,5,14.32578
0.01,100,40,20,10,13.80582
0.01,100,40,20,20,13.80582
0.01,100,40,20,30,13.80582
0.01,100,40,20,100,13.80582
0.01,200,2,1,5,6.430339999999999
0.01,200,2,1,10,6.004759999999999
0.01,200,2,1,20,6.1055600000000005
0.01,200,2,1,30,6.10574
0.01,200,2,1,100,6.10618
0.01,200,2,5,5,6.431800000000001
0.01,200,2,5,10,5.664759999999999
0.01,200,2,5,20,5.66646
0.01,200,2,5,30,5.66646
0.01,200,2,5,100,5.66646
0.01,200,2,10,5,6.444800000000001
0.01,200,2,10,10,5.68362
0.01,200,2,10,20,5.68362
0.01,200,2,10,30,5.68362
0.01,200,2,10,100,5.68362
0.01,200,2,20,5,6.49614
0.01,200,2,20,10,5.99062
0.01,200,2,20,20,5.99062
0.01,200,2,20,30,5.99062
0.01,200,2,20,100,5.99062
0.01,200,6,1,5,6.42756
0.01,200,6,1,10,5.80658
0.01,200,6,1,20,5.825819999999999
0.01,200,6,1,30,5.82576
0.01,200,6,1,100,5.82576
0.01,200,6,5,5,6.431800000000001
0.01,200,6,5,10,5.664759999999999
0.01,200,6,5,20,5.66646
0.01,200,6,5,30,5.66646
0.01,200,6,5,100,5.66646
0.01,200,6,10,5,6.444800000000001
0.01,200,6,10,10,5.68362
0.01,200,6,10,20,5.68362
0.01,200,6,10,30,5.68362
0.01,200,6,10,100,5.68362
0.01,200,6,20,5,6.49614
0.01,200,6,20,10,5.99062
0.01,200,6,20,20,5.99062
0.01,200,6,20,30,5.99062
0.01,200,6,20,100,5.99062
0.01,200,10,1,5,6.42816
0.01,200,10,1,10,5.71696
0.01,200,10,1,20,5.72014
0.01,200,10,1,30,5.72014
0.01,200,10,1,100,5.72014
0.01,200,10,5,5,6.431800000000001
0.01,200,10,5,10,5.664759999999999
0.01,200,10,5,20,5.66646
0.01,200,10,5,30,5.66646
0.01,200,10,5,100,5.66646
0.01,200,10,10,5,6.444800000000001
0.01,200,10,10,10,5.68362
0.01,200,10,10,20,5.68362
0.01,200,10,10,30,5.68362
0.01,200,10,10,100,5.68362
0.01,200,10,20,5,6.49614
0.01,200,10,20,10,5.99062
0.01,200,10,20,20,5.99062
0.01,200,10,20,30,5.99062
0.01,200,10,20,100,5.99062
0.01,200,20,1,5,6.4345
0.01,200,20,1,10,5.6622
0.01,200,20,1,20,5.6622
0.01,200,20,1,30,5.6622
0.01,200,20,1,100,5.6622
0.01,200,20,5,5,6.436080000000001
0.01,200,20,5,10,5.6595200000000006
0.01,200,20,5,20,5.6595200000000006
0.01,200,20,5,30,5.6595200000000006
0.01,200,20,5,100,5.6595200000000006
0.01,200,20,10,5,6.444800000000001
0.01,200,20,10,10,5.68362
0.01,200,20,10,20,5.68362
0.01,200,20,10,30,5.68362
0.01,200,20,10,100,5.68362
0.01,200,20,20,5,6.49614
0.01,200,20,20,10,5.99062
0.01,200,20,20,20,5.99062
0.01,200,20,20,30,5.99062
0.01,200,20,20,100,5.99062
0.01,200,40,1,5,6.450999999999999
0.01,200,40,1,10,5.9205000000000005
0.01,200,40,1,20,5.9205000000000005
0.01,200,40,1,30,5.9205000000000005
0.01,200,40,1,100,5.9205000000000005
0.01,200,40,5,5,6.450999999999999
0.01,200,40,5,10,5.9172400000000005
0.01,200,40,5,20,5.9172400000000005
0.01,200,40,5,30,5.9172400000000005
0.01,200,40,5,100,5.9172400000000005
0.01,200,40,10,5,6.456179999999999
0.01,200,40,10,10,5.9204799999999995
0.01,200,40,10,20,5.9204799999999995
0.01,200,40,10,30,5.9204799999999995
0.01,200,40,10,100,5.9204799999999995
0.01,200,40,20,5,6.49614
0.01,200,40,20,10,5.99062
0.01,200,40,20,20,5.99062
0.01,200,40,20,30,5.99062
0.01,200,40,20,100,5.99062
0.01,350,2,1,5,2.8855200000000005
0.01,350,2,1,10,3.24512
0.01,350,2,1,20,3.3647600000000004
0.01,350,2,1,30,3.36522
0.01,350,2,1,100,3.36522
0.01,350,2,5,5,2.8881799999999997
0.01,350,2,5,10,2.7052799999999997
0.01,350,2,5,20,2.7075199999999997
0.01,350,2,5,30,2.7075199999999997
0.01,350,2,5,100,2.7075199999999997
0.01,350,2,10,5,2.9131
0.01,350,2,10,10,2.61354
0.01,350,2,10,20,2.6135200000000003
0.01,350,2,10,30,2.6135200000000003
0.01,350,2,10,100,2.6135200000000003
0.01,350,2,20,5,3.0795000000000003
0.01,350,2,20,10,2.86294
0.01,350,2,20,20,2.86294
0.01,350,2,20,30,2.86294
0.01,350,2,20,100,2.86294
0.01,350,6,1,5,2.88354
0.01,350,6,1,10,3.01372
0.01,350,6,1,20,3.04572
0.01,350,6,1,30,3.04572
0.01,350,6,1,100,3.04572
0.01,350,6,5,5,2.8881799999999997
0.01,350,6,5,10,2.7052799999999997
0.01,350,6,5,20,2.7075199999999997
0.01,350,6,5,30,2.7075199999999997
0.01,350,6,5,100,2.7075199999999997
0.01,350,6,10,5,2.9131
0.01,350,6,10,10,2.61354
0.01,350,6,10,20,2.6135200000000003
0.01,350,6,10,30,2.6135200000000003
0.01,350,6,10,100,2.6135200000000003
0.01,350,6,20,5,3.0795000000000003
0.01,350,6,20,10,2.86294
0.01,350,6,20,20,2.86294
0.01,350,6,20,30,2.86294
0.01,350,6,20,100,2.86294
0.01,350,10,1,5,2.8827
0.01,350,10,1,10,2.79912
0.01,350,10,1,20,2.80028
0.01,350,10,1,30,2.80028
0.01,350,10,1,100,2.80028
0.01,350,10,5,5,2.8881799999999997
0.01,350,10,5,10,2.7052799999999997
0.01,350,10,5,20,2.7075199999999997
0.01,350,10,5,30,2.7075199999999997
0.01,350,10,5,100,2.7075199999999997
0.01,350,10,10,5,2.9131
0.01,350,10,10,10,2.61354
0.01,350,10,10,20,2.6135200000000003
0.01,350,10,10,30,2.6135200000000003
0.01,350,10,10,100,2.6135200000000003
0.01,350,10,20,5,3.0795000000000003
0.01,350,10,20,10,2.86294
0.01,350,10,20,20,2.86294
0.01,350,10,20,30,2.86294
0.01,350,10,20,100,2.86294
0.01,350,20,1,5,2.88398
0.01,350,20,1,10,2.6453800000000003
0.01,350,20,1,20,2.6453800000000003
0.01,350,20,1,30,2.6453800000000003
0.01,350,20,1,100,2.6453800000000003
0.01,350,20,5,5,2.89692
0.01,350,20,5,10,2.6367800000000003
0.01,350,20,5,20,2.6367000000000003
0.01,350,20,5,30,2.6367000000000003
0.01,350,20,5,100,2.6367000000000003
0.01,350,20,10,5,2.9131
0.01,350,20,10,10,2.61354
0.01,350,20,10,20,2.6135200000000003
0.01,350,20,10,30,2.6135200000000003
0.01,350,20,10,100,2.6135200000000003
0.01,350,20,20,5,3.0795000000000003
0.01,350,20,20,10,2.86294
0.01,350,20,20,20,2.86294
0.01,350,20,20,30,2.86294
0.01,350,20,20,100,2.86294
0.01,350,40,1,5,3.0015
0.01,350,40,1,10,2.78298
0.01,350,40,1,20,2.78298
0.01,350,40,1,30,2.78298
0.01,350,40,1,100,2.78298
0.01,350,40,5,5,3.0015
0.01,350,40,5,10,2.78076
0.01,350,40,5,20,2.78076
0.01,350,40,5,30,2.78076
0.01,350,40,5,100,2.78076
0.01,350,40,10,5,3.0069799999999995
0.01,350,40,10,10,2.77818
0.01,350,40,10,20,2.77818
0.01,350,40,10,30,2.77818
0.01,350,40,10,100,2.77818
0.01,350,40,20,5,3.0795000000000003
0.01,350,40,20,10,2.86294
0.01,350,40,20,20,2.86294
0.01,350,40,20,30,2.86294
0.01,350,40,20,100,2.86294
0.01,500,2,1,5,2.42282
0.01,500,2,1,10,3.0284999999999997
0.01,500,2,1,20,3.1264399999999997
0.01,500,2,1,30,3.12676
0.01,500,2,1,100,3.1264399999999997
0.01,500,2,5,5,2.4203799999999998
0.01,500,2,5,10,2.47102
0.01,500,2,5,20,2.47364
0.01,500,2,5,30,2.47364
0.01,500,2,5,100,2.47364
0.01,500,2,10,5,2.44486
0.01,500,2,10,10,2.3015999999999996
0.01,500,2,10,20,2.3022599999999995
0.01,500,2,10,30,2.3022599999999995
0.01,500,2,10,100,2.3022599999999995
0.01,500,2,20,5,2.6208199999999997
0.01,500,2,20,10,2.46244
0.01,500,2,20,20,2.46244
0.01,500,2,20,30,2.46244
0.01,500,2,20,100,2.46244
0.01,500,6,1,5,2.4229
0.01,500,6,1,10,2.8370400000000005
0.01,500,6,1,20,2.87258
0.01,500,6,1,30,2.87256
0.01,500,6,1,100,2.87258
0.01,500,6,5,5,2.4203799999999998
0.01,500,6,5,10,2.47102
0.01,500,6,5,20,2.47364
0.01,500,6,5,30,2.47364
0.01,500,6,5,100,2.47364
0.01,500,6,10,5,2.44486
0.01,500,6,10,10,2.3015999999999996
0.01,500,6,10,20,2.3022599999999995
0.01,500,6,10,30,2.3022599999999995
0.01,500,6,10,100,2.3022599999999995
0.01,500,6,20,5,2.6208199999999997
0.01,500,6,20,10,2.46244
0.01,500,6,20,20,2.46244
0.01,500,6,20,30,2.46244
0.01,500,6,20,100,2.46244
0.01,500,10,1,5,2.4242
0.01,500,10,1,10,2.5994
0.01,500,10,1,20,2.60286
0.01,500,10,1,30,2.60286
0.01,500,10,1,100,2.60286
0.01,500,10,5,5,2.4203799999999998
0.01,500,10,5,10,2.47102
0.01,500,10,5,20,2.47364
0.01,500,10,5,30,2.47364
0.01,500,10,5,100,2.47364
0.01,500,10,10,5,2.44486
0.01,500,10,10,10,2.3015999999999996
0.01,500,10,10,20,2.3022599999999995
0.01,500,10,10,30,2.3022599999999995
0.01,500,10,10,100,2.3022599999999995
0.01,500,10,20,5,2.6208199999999997
0.01,500,10,20,10,2.46244
0.01,500,10,20,20,2.46244
0.01,500,10,20,30,2.46244
0.01,500,10,20,100,2.46244
0.01,500,20,1,5,2.4276600000000004
0.01,500,20,1,10,2.37884
0.01,500,20,1,20,2.38244
0.01,500,20,1,30,2.38244
0.01,500,20,1,100,2.38244
0.01,500,20,5,5,2.43474
0.01,500,20,5,10,2.36266
0.01,500,20,5,20,2.3627
0.01,500,20,5,30,2.3627
0.01,500,20,5,100,2.3627
0.01,500,20,10,5,2.44486
0.01,500,20,10,10,2.3015999999999996
0.01,500,20,10,20,2.3022599999999995
0.01,500,20,10,30,2.3022599999999995
0.01,500,20,10,100,2.3022599999999995
0.01,500,20,20,5,2.6208199999999997
0.01,500,20,20,10,2.46244
0.01,500,20,20,20,2.46244
0.01,500,20,20,30,2.46244
0.01,500,20,20,100,2.46244
0.01,500,40,1,5,2.5212600000000003
0.01,500,40,1,10,2.38144
0.01,500,40,1,20,2.38144
0.01,500,40,1,30,2.38144
0.01,500,40,1,100,2.38144
0.01,500,40,5,5,2.5212600000000003
0.01,500,40,5,10,2.38108
0.01,500,40,5,20,2.38108
0.01,500,40,5,30,2.38108
0.01,500,40,5,100,2.38108
0.01,500,40,10,5,2.5161399999999996
0.01,500,40,10,10,2.37672
0.01,500,40,10,20,2.37672
0.01,500,40,10,30,2.37672
0.01,500,40,10,100,2.37672
0.01,500,40,20,5,2.6208199999999997
0.01,500,40,20,10,2.46244
0.01,500,40,20,20,2.46244
0.01,500,40,20,30,2.46244
0.01,500,40,20,100,2.46244
0.05,10,2,1,5,22.05512
0.05,10,2,1,10,21.722559999999998
0.05,10,2,1,20,21.729879999999998
0.05,10,2,1,30,21.72978
