Alpha,fit_intercept,copy_X,Max_iter,Tol,MMRE-
0.1,False,False,5000,0.1,15.71714
0.1,False,False,15000,1e-05,9.69896
0.1,False,False,15000,0.0001,9.6988
0.1,False,False,15000,0.001,9.6974
0.1,False,False,15000,0.01,9.9244
0.1,False,False,15000,0.1,15.71714
0.1,False,False,20000,1e-05,9.69896
0.1,False,False,20000,0.0001,9.6988
0.1,False,False,20000,0.001,9.6974
0.1,False,False,20000,0.01,9.9244
0.1,False,False,20000,0.1,15.71714
1,True,True,500,1e-05,10.00034
1,True,True,500,0.0001,10.00034
1,True,True,500,0.001,10.00034
1,True,True,500,0.01,10.00034
1,True,True,500,0.1,10.00034
1,True,True,1000,1e-05,10.00034
1,True,True,1000,0.0001,10.00034
1,True,True,1000,0.001,10.00034
1,True,True,1000,0.01,10.00034
1,True,True,1000,0.1,10.00034
1,True,True,2000,1e-05,10.00034
1,True,True,2000,0.0001,10.00034
1,True,True,2000,0.001,10.00034
1,True,True,2000,0.01,10.00034
1,True,True,2000,0.1,10.00034
1,True,True,5000,1e-05,10.00034
1,True,True,5000,0.0001,10.00034
1,True,True,5000,0.001,10.00034
1,True,True,5000,0.01,10.00034
1,True,True,5000,0.1,10.00034
1,True,True,15000,1e-05,10.00034
1,True,True,15000,0.0001,10.00034
1,True,True,15000,0.001,10.00034
1,True,True,15000,0.01,10.00034
1,True,True,15000,0.1,10.00034
1,True,True,20000,1e-05,10.00034
1,True,True,20000,0.0001,10.00034
1,True,True,20000,0.001,10.00034
1,True,True,20000,0.01,10.00034
1,True,True,20000,0.1,10.00034
1,True,False,500,1e-05,10.00034
1,True,False,500,0.0001,10.00034
1,True,False,500,0.001,10.00034
1,True,False,500,0.01,10.00034
1,True,False,500,0.1,10.00034
1,True,False,1000,1e-05,10.00034
1,True,False,1000,0.0001,10.00034
1,True,False,1000,0.001,10.00034
1,True,False,1000,0.01,10.00034
1,True,False,1000,0.1,10.00034
1,True,False,2000,1e-05,10.00034
1,True,False,2000,0.0001,10.00034
1,True,False,2000,0.001,10.00034
1,True,False,2000,0.01,10.00034
1,True,False,2000,0.1,10.00034
1,True,False,5000,1e-05,10.00034
1,True,False,5000,0.0001,10.00034
1,True,False,5000,0.001,10.00034
1,True,False,5000,0.01,10.00034
1,True,False,5000,0.1,10.00034
1,True,False,15000,1e-05,10.00034
1,True,False,15000,0.0001,10.00034
1,True,False,15000,0.001,10.00034
1,True,False,15000,0.01,10.00034
1,True,False,15000,0.1,10.00034
1,True,False,20000,1e-05,10.00034
1,True,False,20000,0.0001,10.00034
1,True,False,20000,0.001,10.00034
1,True,False,20000,0.01,10.00034
1,True,False,20000,0.1,10.00034
1,False,True,500,1e-05,13.469479999999999
1,False,True,500,0.0001,13.47688
1,False,True,500,0.001,13.550920000000001
1,False,True,500,0.01,14.17842
1,False,True,500,0.1,17.18508
1,False,True,1000,1e-05,13.469479999999999
1,False,True,1000,0.0001,13.47688
1,False,True,1000,0.001,13.550920000000001
1,False,True,1000,0.01,14.17842
1,False,True,1000,0.1,17.18508
1,False,True,2000,1e-05,13.469479999999999
1,False,True,2000,0.0001,13.47688
1,False,True,2000,0.001,13.550920000000001
1,False,True,2000,0.01,14.17842
1,False,True,2000,0.1,17.18508
1,False,True,5000,1e-05,13.469479999999999
1,False,True,5000,0.0001,13.47688
1,False,True,5000,0.001,13.550920000000001
1,False,True,5000,0.01,14.17842
1,False,True,5000,0.1,17.18508
1,False,True,15000,1e-05,13.469479999999999
1,False,True,15000,0.0001,13.47688
1,False,True,15000,0.001,13.550920000000001
1,False,True,15000,0.01,14.17842
1,False,True,15000,0.1,17.18508
1,False,True,20000,1e-05,13.469479999999999
1,False,True,20000,0.0001,13.47688
1,False,True,20000,0.001,13.550920000000001
1,False,True,20000,0.01,14.17842
1,False,True,20000,0.1,17.18508
1,False,False,500,1e-05,13.469479999999999
1,False,False,500,0.0001,13.47688
1,False,False,500,0.001,13.550920000000001
1,False,False,500,0.01,14.17842
1,False,False,500,0.1,17.18508
1,False,False,1000,1e-05,13.469479999999999
1,False,False,1000,0.0001,13.47688
1,False,False,1000,0.001,13.550920000000001
1,False,False,1000,0.01,14.17842
1,False,False,1000,0.1,17.18508
1,False,False,2000,1e-05,13.469479999999999
1,False,False,2000,0.0001,13.47688
1,False,False,2000,0.001,13.550920000000001
1,False,False,2000,0.01,14.17842
1,False,False,2000,0.1,17.18508
1,False,False,5000,1e-05,13.469479999999999
1,False,False,5000,0.0001,13.47688
1,False,False,5000,0.001,13.550920000000001
1,False,False,5000,0.01,14.17842
1,False,False,5000,0.1,17.18508
1,False,False,15000,1e-05,13.469479999999999
1,False,False,15000,0.0001,13.47688
1,False,False,15000,0.001,13.550920000000001
1,False,False,15000,0.01,14.17842
1,False,False,15000,0.1,17.18508
1,False,False,20000,1e-05,13.469479999999999
1,False,False,20000,0.0001,13.47688
1,False,False,20000,0.001,13.550920000000001
1,False,False,20000,0.01,14.17842
1,False,False,20000,0.1,17.18508
10,True,True,500,1e-05,10.40768
10,True,True,500,0.0001,10.40768
10,True,True,500,0.001,10.40768
10,True,True,500,0.01,10.40768
10,True,True,500,0.1,10.40768
10,True,True,1000,1e-05,10.40768
10,True,True,1000,0.0001,10.40768
10,True,True,1000,0.001,10.40768
10,True,True,1000,0.01,10.40768
10,True,True,1000,0.1,10.40768
10,True,True,2000,1e-05,10.40768
10,True,True,2000,0.0001,10.40768
10,True,True,2000,0.001,10.40768
10,True,True,2000,0.01,10.40768
10,True,True,2000,0.1,10.40768
10,True,True,5000,1e-05,10.40768
10,True,True,5000,0.0001,10.40768
10,True,True,5000,0.001,10.40768
10,True,True,5000,0.01,10.40768
10,True,True,5000,0.1,10.40768
10,True,True,15000,1e-05,10.40768
10,True,True,15000,0.0001,10.40768
10,True,True,15000,0.001,10.40768
10,True,True,15000,0.01,10.40768
10,True,True,15000,0.1,10.40768
10,True,True,20000,1e-05,10.40768
10,True,True,20000,0.0001,10.40768
10,True,True,20000,0.001,10.40768
10,True,True,20000,0.01,10.40768
10,True,True,20000,0.1,10.40768
10,True,False,500,1e-05,10.40768
10,True,False,500,0.0001,10.40768
10,True,False,500,0.001,10.40768
10,True,False,500,0.01,10.40768
10,True,False,500,0.1,10.40768
10,True,False,1000,1e-05,10.40768
10,True,False,1000,0.0001,10.40768
10,True,False,1000,0.001,10.40768
10,True,False,1000,0.01,10.40768
10,True,False,1000,0.1,10.40768
10,True,False,2000,1e-05,10.40768
10,True,False,2000,0.0001,10.40768
10,True,False,2000,0.001,10.40768
10,True,False,2000,0.01,10.40768
10,True,False,2000,0.1,10.40768
10,True,False,5000,1e-05,10.40768
10,True,False,5000,0.0001,10.40768
10,True,False,5000,0.001,10.40768
10,True,False,5000,0.01,10.40768
10,True,False,5000,0.1,10.40768
10,True,False,15000,1e-05,10.40768
10,True,False,15000,0.0001,10.40768
10,True,False,15000,0.001,10.40768
10,True,False,15000,0.01,10.40768
10,True,False,15000,0.1,10.40768
10,True,False,20000,1e-05,10.40768
10,True,False,20000,0.0001,10.40768
10,True,False,20000,0.001,10.40768
10,True,False,20000,0.01,10.40768
10,True,False,20000,0.1,10.40768
10,False,True,500,1e-05,26.78754
10,False,True,500,0.0001,26.789920000000002
10,False,True,500,0.001,26.813260000000003
10,False,True,500,0.01,26.71072
10,False,True,500,0.1,23.82582
10,False,True,1000,1e-05,26.78754
10,False,True,1000,0.0001,26.789920000000002
10,False,True,1000,0.001,26.813260000000003
10,False,True,1000,0.01,26.71072
10,False,True,1000,0.1,23.82582
10,False,True,2000,1e-05,26.78754
10,False,True,2000,0.0001,26.789920000000002
10,False,True,2000,0.001,26.813260000000003
10,False,True,2000,0.01,26.71072
10,False,True,2000,0.1,23.82582
10,False,True,5000,1e-05,26.78754
10,False,True,5000,0.0001,26.789920000000002
10,False,True,5000,0.001,26.813260000000003
10,False,True,5000,0.01,26.71072
10,False,True,5000,0.1,23.82582
10,False,True,15000,1e-05,26.78754
10,False,True,15000,0.0001,26.789920000000002
10,False,True,15000,0.001,26.813260000000003
10,False,True,15000,0.01,26.71072
10,False,True,15000,0.1,23.82582
10,False,True,20000,1e-05,26.78754
10,False,True,20000,0.0001,26.789920000000002
10,False,True,20000,0.001,26.813260000000003
10,False,True,20000,0.01,26.71072
10,False,True,20000,0.1,23.82582
10,False,False,500,1e-05,26.78754
10,False,False,500,0.0001,26.789920000000002
10,False,False,500,0.001,26.813260000000003
10,False,False,500,0.01,26.71072
10,False,False,500,0.1,23.82582
10,False,False,1000,1e-05,26.78754
10,False,False,1000,0.0001,26.789920000000002
10,False,False,1000,0.001,26.813260000000003
10,False,False,1000,0.01,26.71072
10,False,False,1000,0.1,23.82582
10,False,False,2000,1e-05,26.78754
10,False,False,2000,0.0001,26.789920000000002
10,False,False,2000,0.001,26.813260000000003
10,False,False,2000,0.01,26.71072
10,False,False,2000,0.1,23.82582
10,False,False,5000,1e-05,26.78754
10,False,False,5000,0.0001,26.789920000000002
10,False,False,5000,0.001,26.813260000000003
10,False,False,5000,0.01,26.71072
10,False,False,5000,0.1,23.82582
10,False,False,15000,1e-05,26.78754
10,False,False,15000,0.0001,26.789920000000002
10,False,False,15000,0.001,26.813260000000003
10,False,False,15000,0.01,26.71072
10,False,False,15000,0.1,23.82582
10,False,False,20000,1e-05,26.78754
10,False,False,20000,0.0001,26.789920000000002
10,False,False,20000,0.001,26.813260000000003
10,False,False,20000,0.01,26.71072
10,False,False,20000,0.1,23.82582
100,True,True,500,1e-05,10.40768
100,True,True,500,0.0001,10.40768
100,True,True,500,0.001,10.40768
100,True,True,500,0.01,10.40768
100,True,True,500,0.1,10.40768
100,True,True,1000,1e-05,10.40768
100,True,True,1000,0.0001,10.40768
100,True,True,1000,0.001,10.40768
100,True,True,1000,0.01,10.40768
100,True,True,1000,0.1,10.40768
100,True,True,2000,1e-05,10.40768
100,True,True,2000,0.0001,10.40768
100,True,True,2000,0.001,10.40768
100,True,True,2000,0.01,10.40768
100,True,True,2000,0.1,10.40768
100,True,True,5000,1e-05,10.40768
100,True,True,5000,0.0001,10.40768
100,True,True,5000,0.001,10.40768
100,True,True,5000,0.01,10.40768
100,True,True,5000,0.1,10.40768
100,True,True,15000,1e-05,10.40768
100,True,True,15000,0.0001,10.40768
100,True,True,15000,0.001,10.40768
100,True,True,15000,0.01,10.40768
100,True,True,15000,0.1,10.40768
100,True,True,20000,1e-05,10.40768
100,True,True,20000,0.0001,10.40768
100,True,True,20000,0.001,10.40768
100,True,True,20000,0.01,10.40768
100,True,True,20000,0.1,10.40768
100,True,False,500,1e-05,10.40768
100,True,False,500,0.0001,10.40768
100,True,False,500,0.001,10.40768
100,True,False,500,0.01,10.40768
100,True,False,500,0.1,10.40768
100,True,False,1000,1e-05,10.40768
100,True,False,1000,0.0001,10.40768
100,True,False,1000,0.001,10.40768
100,True,False,1000,0.01,10.40768
100,True,False,1000,0.1,10.40768
100,True,False,2000,1e-05,10.40768
100,True,False,2000,0.0001,10.40768
100,True,False,2000,0.001,10.40768
100,True,False,2000,0.01,10.40768
100,True,False,2000,0.1,10.40768
100,True,False,5000,1e-05,10.40768
100,True,False,5000,0.0001,10.40768
100,True,False,5000,0.001,10.40768
100,True,False,5000,0.01,10.40768
100,True,False,5000,0.1,10.40768
100,True,False,15000,1e-05,10.40768
100,True,False,15000,0.0001,10.40768
100,True,False,15000,0.001,10.40768
100,True,False,15000,0.01,10.40768
100,True,False,15000,0.1,10.40768
100,True,False,20000,1e-05,10.40768
100,True,False,20000,0.0001,10.40768
100,True,False,20000,0.001,10.40768
100,True,False,20000,0.01,10.40768
100,True,False,20000,0.1,10.40768
100,False,True,500,1e-05,58.51796
100,False,True,500,0.0001,58.51796
100,False,True,500,0.001,58.51796
100,False,True,500,0.01,58.51796
100,False,True,500,0.1,58.51796
100,False,True,1000,1e-05,58.51796
100,False,True,1000,0.0001,58.51796
100,False,True,1000,0.001,58.51796
100,False,True,1000,0.01,58.51796
100,False,True,1000,0.1,58.51796
100,False,True,2000,1e-05,58.51796
100,False,True,2000,0.0001,58.51796
100,False,True,2000,0.001,58.51796
100,False,True,2000,0.01,58.51796
100,False,True,2000,0.1,58.51796
100,False,True,5000,1e-05,58.51796
100,False,True,5000,0.0001,58.51796
100,False,True,5000,0.001,58.51796
100,False,True,5000,0.01,58.51796
100,False,True,5000,0.1,58.51796
100,False,True,15000,1e-05,58.51796
100,False,True,15000,0.0001,58.51796
100,False,True,15000,0.001,58.51796
100,False,True,15000,0.01,58.51796
100,False,True,15000,0.1,58.51796
100,False,True,20000,1e-05,58.51796
100,False,True,20000,0.0001,58.51796
100,False,True,20000,0.001,58.51796
100,False,True,20000,0.01,58.51796
100,False,True,20000,0.1,58.51796
100,False,False,500,1e-05,58.51796
100,False,False,500,0.0001,58.51796
100,False,False,500,0.001,58.51796
100,False,False,500,0.01,58.51796
100,False,False,500,0.1,58.51796
100,False,False,1000,1e-05,58.51796
100,False,False,1000,0.0001,58.51796
100,False,False,1000,0.001,58.51796
100,False,False,1000,0.01,58.51796
100,False,False,1000,0.1,58.51796
100,False,False,2000,1e-05,58.51796
100,False,False,2000,0.0001,58.51796
100,False,False,2000,0.001,58.51796
100,False,False,2000,0.01,58.51796
100,False,False,2000,0.1,58.51796
100,False,False,5000,1e-05,58.51796
100,False,False,5000,0.0001,58.51796
100,False,False,5000,0.001,58.51796
100,False,False,5000,0.01,58.51796
100,False,False,5000,0.1,58.51796
100,False,False,15000,1e-05,58.51796
100,False,False,15000,0.0001,58.51796
100,False,False,15000,0.001,58.51796
100,False,False,15000,0.01,58.51796
100,False,False,15000,0.1,58.51796
100,False,False,20000,1e-05,58.51796
100,False,False,20000,0.0001,58.51796
100,False,False,20000,0.001,58.51796
100,False,False,20000,0.01,58.51796
100,False,False,20000,0.1,58.51796
